userName,content,score,at
Evans Dornyo,so fun seeing the new Star,5,2025-04-18 19:50:07
Heba Alajlone,❤️❤️❤️❤️,5,2025-04-18 19:47:00
Kashish Kumar,it is more beautiful😍✨❤ game,5,2025-04-18 19:31:36
Kshanika Singh Thakur,what about the keys?????? the og game was fun because there was a craze of collecting keys but now keys are useless???,1,2025-04-18 19:30:07
Katie Swanson,cool game 😎,5,2025-04-18 19:14:22
Motiur Rahman,this game is actually really good i remeber the time i would always play this game 24/7 and it is still good compared how it was be4,5,2025-04-18 19:12:24
P Diddler,so cool,5,2025-04-18 19:07:50
Sahar Allaham,I like this game because it is so fun now it is my favorite game I love it so much thank u for making the game for us,5,2025-04-18 18:54:31
Chi Chie,best,5,2025-04-18 18:49:16
Bheki Nyathi,Childhood Memories,5,2025-04-18 18:47:30
Usama Iftikhar,kmaal,5,2025-04-18 18:35:33
Alison Antunez,best game ever!! I really recommend this app!!,5,2025-04-18 18:25:22
Aashish Gawand,I like this game so much that I play it every day 💗.... it needs no wifi to play so 👍 we can play anytime.... One thing I don't like about this game is Whenever we collect the eggs from the easter edinburgh the eggs are kept in some unusual places that we can not reach even with super sneakers... This is what I don't like about this game,3,2025-04-18 18:24:59
Tafsir Mohammad Iqbal,apna DER app device a ato problem hoy kn ato Hank hoy kn ar respond oo Kore nh app ar add ase Hank hoy kn,1,2025-04-18 18:24:10
Melissa Frank,can you make a squid game character,5,2025-04-18 18:22:48
Kerbez Sairan,goooooooooddddddd,5,2025-04-18 18:00:26
Subhi Sharma,Fun,5,2025-04-18 17:55:48
Tooba Tooba,I like it but the Jake friends are not coming please tell me what to do 😕😢,5,2025-04-18 17:51:15
Karter Adams,it's good other than gives a lagging feeling but good otherwise,5,2025-04-18 17:49:24
syed nusrat Hassan,nice 👍,5,2025-04-18 17:45:40
Daksha Mokashi,Best game,5,2025-04-18 17:38:25
Mercy Lungahi,the best game I have ever played I love it,5,2025-04-18 17:37:22
LOUNGI,we want a multiplayer mode in subway,4,2025-04-18 17:36:19
Siyamethemba Thomo,love the game,5,2025-04-18 17:31:17
Rokeya Begum,ITS ABSOLUTELY AMAZING,5,2025-04-18 17:28:33
Li Li,it is so fun😁😁😁😁😁😁😚😚,5,2025-04-18 17:25:03
Balanciaga Masondo,very good 👍,5,2025-04-18 17:22:18
Subhadra Palei,thanks for games mobile,5,2025-04-18 17:13:00
Mohammed Hussain Hussain,this is one of the best running game,5,2025-04-18 17:12:12
Medo Mohamed,GOAT game 🎮🔥🔥,5,2025-04-18 16:59:03
Qaisar Paper Mart,love it,5,2025-04-18 16:58:02
KIMONAS,cool,5,2025-04-18 16:45:07
Rohith,good game,5,2025-04-18 16:44:29
Mrs urmila Sidhu,I am playing since this game from my childhood it's in one of my memories,5,2025-04-18 16:38:16
Georgi Mealand,"amazing really fun I recommend getting it, It is so fun I have it on my tablet and my phone that's how fun it is. it would be even better if for different characters there where different voice lines with different voice. but it is still amazing so as I said I really recommend it. if you do get it then enjoy and have fun. if not then just have a good day/night☺️",4,2025-04-18 16:35:35
lakshita lakshita,this game I ever have 😁😍😊,5,2025-04-18 16:34:46
Sudha,it is very amazing game i like it very much from his attraction,5,2025-04-18 16:30:38
ava turnbull,I love this game so much,5,2025-04-18 16:20:34
Sakib Khan,So boring,2,2025-04-18 16:18:28
Yasmeen Zaherdeen,Can't get bored of this game. It's our childhood game and for forever we'll play it.,5,2025-04-18 16:17:28
Sanjay Gandhi Raj,super,5,2025-04-18 16:16:48
Bonile Mthethwa,this game is awesome play it now guys,5,2025-04-18 16:06:24
Inder Singh,good game 🤗🤗🤗🤗🤗🤗🤗🤘🏼🤘🏼🤘🏼🤘🏼🤘🏼🤘🏼🤘🏼🤘🏻😁😁😁😁,5,2025-04-18 15:55:34
BawaR Kamandî,good,5,2025-04-18 15:50:09
Sachin Sachin,good 👍🏻 game,5,2025-04-18 15:43:56
NavJot MakKar,i will play this game from childhood but i have a problem in game nowadays that is the missions i already passed 240 and today the mission is starts from 1 .. whats the problem here,1,2025-04-18 15:38:14
Banashankari Banashankari,excellent,5,2025-04-18 15:36:53
asmita parkar,Nice offline game.,5,2025-04-18 15:35:18
Waqas Javed,this game is fun 😊😊😊😊😊,5,2025-04-18 15:33:12
Mary Alex,it's so fun and I love the fact that you can play it when offline to✨❤️,5,2025-04-18 15:32:18
Heritage Baptist Bible College,nice!,4,2025-04-18 15:12:15
Tony Uyi,nice game,5,2025-04-18 15:08:49
Priyank Choyan,good game,5,2025-04-18 15:03:41
Ayaan Hussain,very good,5,2025-04-18 14:46:31
Vishal yadav Yadav,very good 🏆😡,5,2025-04-18 14:43:33
Aryan Rosenberg,"i love this game, it was a childhood memory and it brings so many funny ones back😁",5,2025-04-18 14:39:03
Tyler Russell,"This game is kinda addicting, and it's very fun. 5 stars.",5,2025-04-18 14:36:24
Sayma Islam,It is one of my favourite Game from childhood...... I love playing this game....And i would like to say.... It's a peaceful thing i do when there is nothing to do.....,5,2025-04-18 14:34:42
Jitesh Patil,thanks you so much for replying but now I love this game,4,2025-04-18 14:31:39
Sshinithrr R,sooosoogud✨,5,2025-04-18 14:28:35
Ishaanandnikki,"i like this game. i have subway surfers installed since 2023, i like all the seasonal updates but i dont like the recent one where they pay wall one of the new characters (i get it u need money but then u have the seasonal bundles as well) and separating the outfits from the main character though now u can get the outfit without having to get the charector but then i cant buy outfits for characters i already have",4,2025-04-18 14:26:12
RITU MISHRA,the game is so in❣️❣️💯💯,5,2025-04-18 14:25:50
Kanthi Mahadurage,Pahasara,5,2025-04-18 14:22:19
Sesinando Resurreccion,Really good game i really like it!,5,2025-04-18 14:12:45
Husena Raja,It is nice game,4,2025-04-18 14:10:50
Naaz Psc learning Ldc,very bade game,1,2025-04-18 14:02:23
Prasesh Bista,amazing,4,2025-04-18 13:47:29
shadab muzammil,Bro this game is useful hard for me and the graphics are nice but I hate wasting coins old memories comes back no if don't won't it harder but can you give me a event known as snow careless but can you make the event after Easter Edinburgh please and you make that event ate you gonna make it yes or no please make it the sybogames . com is just showing me good things but not the event idea can you tell me what is the event after Easter Edinburgh please tell its my event and don't take mon from me,5,2025-04-18 13:42:45
Izzy,Love it. It got me through a 16 hour ride. Love it,5,2025-04-18 13:39:48
DEVEL Vansh YT,Old is gold 🪙🥇,5,2025-04-18 13:31:00
Table Takor Delight,It's not nice,1,2025-04-18 13:30:15
Mohammad Al-Weshahy,great app ever,5,2025-04-18 13:25:21
Varsha Balaji,There is no game like this its my fav Super game,5,2025-04-18 13:23:50
Belitha Mwansa,💝💝💝,5,2025-04-18 13:17:32
Shadman Akhtar,Good,5,2025-04-18 13:02:40
Abhay Ashwani,This game is very nice this is very interesting,5,2025-04-18 12:58:37
Muni Kannan,my loveable game.I like this a lot 💖.,5,2025-04-18 12:58:27
Keith Harvey,pov it will not let me play on my pc,5,2025-04-18 12:58:20
The Unknown Introvert,"i lost my progress after logging in, but my high score was still there but the upgrades etc were gone ..",1,2025-04-18 12:56:23
Debasish Balo,ok ok game,3,2025-04-18 12:54:14
Gopalkrishnan Munusamy,a.azing,5,2025-04-18 12:47:47
Mukotisi Mabasa,it is very good and entertaining 👏 😀 👍 😁😁👏👏👏👏👏,5,2025-04-18 12:47:11
Abu Emmanuel,I love this game,5,2025-04-18 12:42:25
Hamisi Mbaba,Good,1,2025-04-18 12:23:32
Soniya Bhattacharjee,lovely game app but I want 2014 year's original version.🥰,5,2025-04-18 12:21:23
Ferrero Maximo,pls don't shutdown it,5,2025-04-18 12:11:09
Chinaza Emmanuel,The only best friend I have is this game my favorite in all ❤️❤️❤️,5,2025-04-18 12:08:34
Oliver Booth,This is such a fun and nostalgic game! love it so much!!!,5,2025-04-18 12:00:58
Pakistan Zindabad,Good,5,2025-04-18 12:00:29
Geeta Sain,bhai jisne bhe ye game khel ne ke kosis ki to aap shey game par tap kar rahe ho aap ye game khel sakte ho.,5,2025-04-18 11:56:56
Sanvi Singh,Very nice game,5,2025-04-18 11:53:04
moen binkhaled,nothing but pretty,5,2025-04-18 11:46:00
Tahinduka Laban,so nice to play for forget stresses in some people,5,2025-04-18 11:45:15
Simiso Malunga,🤘🤘🤘,5,2025-04-18 11:44:31
Nolan liebst,good game,5,2025-04-18 11:43:20
Lweendo Lweendo,it has become a good game but can you put good updates please,4,2025-04-18 11:43:14
Lana Shallaw,It is the best game to play and u guys have fun while playing it!And I love it and u guys will not regret it!THANKS TO SYBO Games.,5,2025-04-18 11:39:47
Joshua Amerika,this is a very fun game and is totally free but for some stuff you have to pay(if you want+pay for no ADS!),5,2025-04-18 11:32:48
Marion Gapultos,Too many game advertisement,1,2025-04-18 11:32:05
Sthembile Nyamane,the best,5,2025-04-18 11:31:43
Shanmugaraja Shanmugaraja,world worst game this the game,5,2025-04-18 11:28:21
Joebert Deluao,is nice to play it with friends,5,2025-04-18 11:26:45
Harshita,my fav game!! <3,5,2025-04-18 11:26:36
Nikki,this game cheats.,1,2025-04-18 11:26:33
Holden Trahair,I love it lve been playing this game for years and I just got back on it today. recommended for all ages this game is AWESOME!!!!,5,2025-04-18 11:25:24
HOMANE NGOBENI,I love it so much,5,2025-04-18 11:24:03
Mostafa Amirkaabi,So good,5,2025-04-18 11:23:27
Aditya Pal Singh,"it was way too good before, bcz good things is of real money thats why only 3 stars also a hoverboard cost around 250000 game money which is way too difficult to earn!!! reduce its money pleasee",3,2025-04-18 11:21:55
Esha Umrao,it is one of my most favorite offline game in the world it is fun to play anytime anyday and that why i love this game🥰🥰🥰🥰,5,2025-04-18 11:20:55
Monette Rebato,I kinda like it,4,2025-04-18 11:19:32
sonja Van Sice,I love it,5,2025-04-18 11:17:12
Tisloh Davou,nice gae,4,2025-04-18 11:03:55
Oliya Begum,very good 👍,5,2025-04-18 11:00:51
Billu Sanda,best for time pass or grind maja aya khelo,5,2025-04-18 10:58:59
shaurya Bhakta,"It was the game that I played in childhood a lot now I am going to continue it ""the best OG game""",5,2025-04-18 10:58:44
Iqra Khan,this is a game I have ever seen very good game 🎮,5,2025-04-18 10:58:28
Aiman Baig,best,5,2025-04-18 10:57:00
Nikki Khokhar,nice game,5,2025-04-18 10:52:20
Armaan Cali,thanks for game,5,2025-04-18 10:49:09
souad Musa,love Subway,4,2025-04-18 10:48:18
Tanmay,🥺 I LEAVE THE EARTH WITHOUT PLAY THIS GAME,1,2025-04-18 10:41:58
Fatima Alvi,it's was too good experience to play this game I suggest all of those people who loves fast gaming I want you to download and have an good experience with it and don't forget to give review your reviews can help other people who don't know about this game this game is offline no WiFi needed so play and also suggest this game with your friends and family peoples your suggestions can make anyone be happy . you can also add your friends in this game and their are many different events to play.☺️☁,1,2025-04-18 10:35:18
Jubilant004 M.R,"The events are nice , interesting than they used to be . the problem is that after watching an advertisement when you click the ""x"" option it sometimes accidentally takes us to play store and when we return back to the game all the progress is lost . which is disappointing because I scored around 11 million points and more than 15,000 coins all for nothing . My entire time and effort put into the game is lost . this is so frustrating .",3,2025-04-18 10:33:44
Krishna Kanwar,This is best game where we can entertain and it is also nice at performing but it is little bit hard for the people who use it first time,4,2025-04-18 10:28:10
britneyparda2000,"muito divertido, com uma interface vibrante e fácil de entender",5,2025-04-18 10:27:41
johan vanschalkwyk,I LOVE THIS THIS IS AMAZING 5 STARS FOR ME,5,2025-04-18 10:26:10
MOHAMMED VAZIUDDIN,its very fun and its also halal for kids to play🌸❤️,5,2025-04-18 10:26:01
misbah shaikh,very good game 👍🏻👍🏻 I make 390000 score and many coins and keys,5,2025-04-18 10:22:43
Anjali Verma,This game is really very very fantastic including no ads and I playing this game when I was a kid,5,2025-04-18 10:16:46
Oliwiz Beader,nice game,5,2025-04-18 10:11:25
Esther Johnson,it is very interesting and fun and relable but they should be a quiet change 💞💞💞💞💞,5,2025-04-18 10:05:05
Ajay Raj,my own score is 10million,1,2025-04-18 10:03:54
Sai Naing naing,I love it,5,2025-04-18 10:01:35
Songthat LulunQyps,𝒊𝒕𝒔 𝒂 𝒏𝒊𝒄𝒆 𝒈𝒂𝒎𝒆𝒔 ...,5,2025-04-18 09:52:28
sudipta dey,Good Good Good game like very much,4,2025-04-18 09:49:06
HEMA KATARIYA,very entarternment game,5,2025-04-18 09:38:52
Swapna Parvin,so fun! this is my favourite game! try it out ridht now!☺️☺️❤️♥️❤️♥️,5,2025-04-18 09:34:26
Shahnawaz Ali,Best game for moble gamers,5,2025-04-18 09:34:16
Dario Poddana,"love this game, I'm always playing it on long trips or when I'm bored and the upgrades are always so fun - reccommend",4,2025-04-18 09:24:43
Digesi vihara Sampath,this is an amazing game I ♥ it,5,2025-04-18 09:16:36
Samarth Udgire,loved game,5,2025-04-18 09:03:15
newaj uddin,this game is very good i am enjoying,5,2025-04-18 09:00:41
Ada Holland,l like this game but there is to many adds and l wish l could see my high score thats why l given it 3 stars but l do really like this game l am not saying it's a bad game but l Just don't like them things about the game everything else is fine,3,2025-04-18 08:57:21
Peter Jeremia,the train with steam are confusing when the player is running faster.,3,2025-04-18 08:53:40
Noman Nadaf,😭😭 i remember this game,5,2025-04-18 08:49:23
Prema wimaladharma55,so fun running to endless no end a police man is chasing we have lot of characters and skins running in a railway jumping crawling flying collecting coins trying to get high score trying to unlock new skins and characters that is my rate,5,2025-04-18 08:47:28
Michael Desire,"This app is so good,do far but it has a large amount of MB to download 😥",5,2025-04-18 08:42:49
Arfan Ahmed,very bad,1,2025-04-18 08:41:41
Sharika Pandiya rajan,very good,5,2025-04-18 08:40:23
Asseel Abdullah,Best game ever! I love that Arabic looking avatar and it's everywhere on social media. Thanks 😁,5,2025-04-18 08:39:11
Sonakshi Unde,"this game is a super duper game and when I play this game, I clean up my brain through this game 😁",5,2025-04-18 08:35:31
Dilshad Ahmad,very nice app and useful I like it,4,2025-04-18 08:33:33
MANASI PANSARE,really adventurous game,5,2025-04-18 08:26:05
max kyei,it's a very interesting game. love it,5,2025-04-18 08:24:56
Shital Divekar,"it's a wonderful game I have played in the world, probably it's awesome 👍👍",5,2025-04-18 08:24:35
Mr Ansari,Good,5,2025-04-18 08:20:39
Madhumati Gaikwad,it is so good.. i really l9ve this game alot there are so many cool features too,5,2025-04-18 08:19:40
anne,Just loved this game,5,2025-04-18 08:08:43
Neetu Kela,the best high score game ever played!!!,5,2025-04-18 08:07:01
Pathma Kumar,played has a small kid in pc now better than old version super❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,5,2025-04-18 08:05:34
udaya bhanu,best game,5,2025-04-18 08:03:25
Priyanka Thapa,itis fun,5,2025-04-18 07:59:17
Kanishka devi,super👌👌👌👌👌,5,2025-04-18 07:50:11
Muhammad Bello,"this really sucks all my progress highscore, season rewards, my characters, my coin, everything i built up to this moment was wiped out and i didn't even do anything pls i want explanations i can't accept this, pls 🙏 do something to fix it",4,2025-04-18 07:48:39
Catherine and Rodders Carey,absolute cinema,5,2025-04-18 07:46:56
Palak Gupta,good for time pass 🥰,4,2025-04-18 07:44:10
Sanad Tahrawi,This game is soooooo good,4,2025-04-18 07:34:21
